           1           1  -75.5447069257401      -3.933555525452012E-002
           1           2  -75.5447069257401       3.933555527242996E-002
           1           3  -46.9207798265579      -0.343212268176412     
           1           4  -46.9207798265579       0.343212267264164     
           1           5  -37.1930572875080       0.298547159532671     
           1           6  -37.1930572875079      -0.298547159526635     
           1           7  -37.0489284933598       0.272306212787942     
           1           8  -37.0489284933597      -0.272306212645793     
           1           9  -16.4237117838810      -1.070502817903506E-002
           1          10  -16.4237117838810       1.070502822896663E-002
           1          11  -14.8142679489578      -7.461648872343390E-004
           1          12  -14.8142679489578       7.461649320228166E-004
           1          13  -8.01983597029740      -1.285782855269908E-002
           1          14  -8.01983597029740       1.285782912228204E-002
           1          15  -4.67672693800814        1.22230839279738     
           1          16  -4.67672693800799       -1.22230839282365     
           1          17  -4.41381633818773        1.63410320482220     
           1          18  -4.41381633818773       -1.63410320543563     
           1          19  -3.82146268405545      -0.892934219111520     
           1          20  -3.82146268405545       0.892934218931429     
           1          21  -3.42573488909185        4.90779302536601     
           1          22  -3.42573488909169       -4.90779302570094     
           1          23  -3.20923792350777        1.12101971123970     
           1          24  -3.20923792350777       -1.12101971122063     
           1          25  -1.73265446051845       2.747924008517346E-002
           1          26  -1.73265446051829      -2.747924196612954E-002
           1          27   1.07729873380658       0.491919618247077     
           1          28   1.07729873380658      -0.491919616864017     
           1          29   1.10378647557162        1.50536659917688     
           1          30   1.10378647557162       -1.50536659587052     
           1          31   1.38568336036816      -0.436970275765129     
           1          32   1.38568336036816       0.436970275150679     
           1          33   1.39704172682317       0.995261487141305     
           1          34   1.39704172682317      -0.995261491329614     
           1          35   3.24916277902077       5.149274450351336E-002
           1          36   3.24916277902077      -5.149274390931819E-002
           1          37   3.65272081667113      -2.217026813879181E-003
           1          38   3.65272081667113       2.217026820703532E-003
           1          39   3.88127525872666      -2.440127991169030E-002
           1          40   3.88127525872666       2.440128071923960E-002
           1          41   4.26327365217501      -7.028766216055559E-003
           1          42   4.26327365217501       7.028766368086678E-003
           1          43   4.74391012286579      -3.250887411717850E-004
           1          44   4.74391012286579       3.250887424967303E-004
           1          45   5.41875119488510       6.465529759009265E-003
           1          46   5.41875119488510      -6.465529840070002E-003
           1          47   6.32036271241569       3.606612999029171E-004
           1          48   6.32036271241569      -3.606612977722289E-004
